"Value","Margin_Of_Error","Population","Sheet","Scenario","Variable","Topic","Quantile","Poverty_Type","Population_Type","Winner_Loser","Eq_DI_Quantile","WnL_Group","Rounding_Rule","Name"
"S","S","S","Values","FTC7.5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","3","Households without Children","WnL_Weekly_Average","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","4","Households without Children","WnL_Weekly_Average","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","5","Households without Children","WnL_Weekly_Average","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","6","Households without Children","WnL_Weekly_Average","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","7","Households without Children","WnL_Weekly_Average","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","8","Households without Children","WnL_Weekly_Average","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","9","Households without Children","WnL_Weekly_Average","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","10","Households without Children","WnL_Weekly_Average","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Losers","1","Households without Children","WnL_Population","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Losers","2","Households without Children","WnL_Population","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Losers","3","Households without Children","WnL_Population","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Losers","4","Households without Children","WnL_Population","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Losers","5","Households without Children","WnL_Population","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Losers","6","Households without Children","WnL_Population","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Losers","7","Households without Children","WnL_Population","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Losers","8","Households without Children","WnL_Population","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Losers","9","Households without Children","WnL_Population","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Losers","10","Households without Children","WnL_Population","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Total_Change","WnL",NA,NA,NA,"Losers","1","Households without Children","WnL_Value","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Total_Change","WnL",NA,NA,NA,"Losers","2","Households without Children","WnL_Value","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Total_Change","WnL",NA,NA,NA,"Losers","3","Households without Children","WnL_Value","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Total_Change","WnL",NA,NA,NA,"Losers","4","Households without Children","WnL_Value","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Total_Change","WnL",NA,NA,NA,"Losers","5","Households without Children","WnL_Value","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Total_Change","WnL",NA,NA,NA,"Losers","6","Households without Children","WnL_Value","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Total_Change","WnL",NA,NA,NA,"Losers","7","Households without Children","WnL_Value","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Total_Change","WnL",NA,NA,NA,"Losers","8","Households without Children","WnL_Value","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Total_Change","WnL",NA,NA,NA,"Losers","9","Households without Children","WnL_Value","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Total_Change","WnL",NA,NA,NA,"Losers","10","Households without Children","WnL_Value","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","1","Households without Children","WnL_Annual_Average","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","2","Households without Children","WnL_Annual_Average","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","3","Households without Children","WnL_Annual_Average","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","4","Households without Children","WnL_Annual_Average","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","5","Households without Children","WnL_Annual_Average","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","6","Households without Children","WnL_Annual_Average","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","7","Households without Children","WnL_Annual_Average","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","8","Households without Children","WnL_Annual_Average","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","9","Households without Children","WnL_Annual_Average","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","10","Households without Children","WnL_Annual_Average","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","1","Households without Children","WnL_Weekly_Average","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","2","Households without Children","WnL_Weekly_Average","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","3","Households without Children","WnL_Weekly_Average","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","4","Households without Children","WnL_Weekly_Average","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","5","Households without Children","WnL_Weekly_Average","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","6","Households without Children","WnL_Weekly_Average","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","7","Households without Children","WnL_Weekly_Average","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","8","Households without Children","WnL_Weekly_Average","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","9","Households without Children","WnL_Weekly_Average","FTC7.5a42.7k27"
"S","S","S","Values","FTC7.5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","10","Households without Children","WnL_Weekly_Average","FTC7.5a42.7k27"
"46700","700","5061000","Quantiles","FTC7.5a42.7k28","BHC_Median","Poverty",0.5,NA,NA,NA,NA,NA,"Poverty_Quantile","FTC7.5a42.7k28"
"0","100","5061000","Values","FTC7.5a42.7k28","BHC_Change_In_Median","Poverty",0.5,NA,NA,NA,NA,NA,"Poverty_Quantile","FTC7.5a42.7k28"
"0","0","5061000","Values","FTC7.5a42.7k28","ACC_LevyPayable","Fiscals",NA,NA,NA,NA,NA,NA,"Fiscal_Value","FTC7.5a42.7k28"
"-5107000","442000","5061000","Values","FTC7.5a42.7k28","Accommodation_Supplement","Fiscals",NA,NA,NA,NA,NA,NA,"Fiscal_Value","FTC7.5a42.7k28"
"0","0","5061000","Values","FTC7.5a42.7k28","Benefits_All_Taxable","Fiscals",NA,NA,NA,NA,NA,NA,"Fiscal_Value","FTC7.5a42.7k28"
"0","0","5061000","Values","FTC7.5a42.7k28","Benefits_WinterEnergy","Fiscals",NA,NA,NA,NA,NA,NA,"Fiscal_Value","FTC7.5a42.7k28"
"0","0","5061000","Values","FTC7.5a42.7k28","BestStartTaxCredit","Fiscals",NA,NA,NA,NA,NA,NA,"Fiscal_Value","FTC7.5a42.7k28"
"0","0","5061000","Values","FTC7.5a42.7k28","Core_Benefits_Gross","Fiscals",NA,NA,NA,NA,NA,NA,"Fiscal_Value","FTC7.5a42.7k28"
"0","0","5061000","Values","FTC7.5a42.7k28","Core_Benefits_Net","Fiscals",NA,NA,NA,NA,NA,NA,"Fiscal_Value","FTC7.5a42.7k28"
"102888000","9613000","5061000","Values","FTC7.5a42.7k28","Disposable_Income","Fiscals",NA,NA,NA,NA,NA,NA,"Fiscal_Value","FTC7.5a42.7k28"
"102888000","9613000","5061000","Values","FTC7.5a42.7k28","Disposable_Income_less_Earning","Fiscals",NA,NA,NA,NA,NA,NA,"Fiscal_Value","FTC7.5a42.7k28"
"106679000","9669000","5061000","Values","FTC7.5a42.7k28","FamilyAssistance_Total","Fiscals",NA,NA,NA,NA,NA,NA,"Fiscal_Value","FTC7.5a42.7k28"
"135695000","8620000","5061000","Values","FTC7.5a42.7k28","FamilyTaxCredit_Net","Fiscals",NA,NA,NA,NA,NA,NA,"Fiscal_Value","FTC7.5a42.7k28"
"-28568000","3284000","5061000","Values","FTC7.5a42.7k28","InWorkTaxCredit_Net","Fiscals",NA,NA,NA,NA,NA,NA,"Fiscal_Value","FTC7.5a42.7k28"
"0","0","5061000","Values","FTC7.5a42.7k28","Income_TaxPayable","Fiscals",NA,NA,NA,NA,NA,NA,"Fiscal_Value","FTC7.5a42.7k28"
"0","0","5061000","Values","FTC7.5a42.7k28","JobSeekerSupport_Gross","Fiscals",NA,NA,NA,NA,NA,NA,"Fiscal_Value","FTC7.5a42.7k28"
"0","0","5061000","Values","FTC7.5a42.7k28","JobSeekerSupport_Net","Fiscals",NA,NA,NA,NA,NA,NA,"Fiscal_Value","FTC7.5a42.7k28"
"0","0","5061000","Values","FTC7.5a42.7k28","MinimumFamilyTaxCredit","Fiscals",NA,NA,NA,NA,NA,NA,"Fiscal_Value","FTC7.5a42.7k28"
"0","0","5061000","Values","FTC7.5a42.7k28","ParentalTaxCredit_Net","Fiscals",NA,NA,NA,NA,NA,NA,"Fiscal_Value","FTC7.5a42.7k28"
"0","0","5061000","Values","FTC7.5a42.7k28","SelfEmployment_Income","Fiscals",NA,NA,NA,NA,NA,NA,"Fiscal_Value","FTC7.5a42.7k28"
"0","0","5061000","Values","FTC7.5a42.7k28","SoleParentSupport_Gross","Fiscals",NA,NA,NA,NA,NA,NA,"Fiscal_Value","FTC7.5a42.7k28"
"0","0","5061000","Values","FTC7.5a42.7k28","SoleParentSupport_Net","Fiscals",NA,NA,NA,NA,NA,NA,"Fiscal_Value","FTC7.5a42.7k28"
"0","0","5061000","Values","FTC7.5a42.7k28","Super_Gross","Fiscals",NA,NA,NA,NA,NA,NA,"Fiscal_Value","FTC7.5a42.7k28"
"0","0","5061000","Values","FTC7.5a42.7k28","Super_Net","Fiscals",NA,NA,NA,NA,NA,NA,"Fiscal_Value","FTC7.5a42.7k28"
"0","0","5061000","Values","FTC7.5a42.7k28","Super_Tax","Fiscals",NA,NA,NA,NA,NA,NA,"Fiscal_Value","FTC7.5a42.7k28"
"0","0","5061000","Values","FTC7.5a42.7k28","SupportedLivingPayment_Gross","Fiscals",NA,NA,NA,NA,NA,NA,"Fiscal_Value","FTC7.5a42.7k28"
"0","0","5061000","Values","FTC7.5a42.7k28","SupportedLivingPayment_Net","Fiscals",NA,NA,NA,NA,NA,NA,"Fiscal_Value","FTC7.5a42.7k28"
"1322000","599000","5061000","Values","FTC7.5a42.7k28","TaxCredit_IETC","Fiscals",NA,NA,NA,NA,NA,NA,"Fiscal_Value","FTC7.5a42.7k28"
"0","0","5061000","Values","FTC7.5a42.7k28","TaxPrivate_Cost","Fiscals",NA,NA,NA,NA,NA,NA,"Fiscal_Value","FTC7.5a42.7k28"
"0","0","5061000","Values","FTC7.5a42.7k28","Tax_Benefits","Fiscals",NA,NA,NA,NA,NA,NA,"Fiscal_Value","FTC7.5a42.7k28"
"0","0","5061000","Values","FTC7.5a42.7k28","WageSalary_Income","Fiscals",NA,NA,NA,NA,NA,NA,"Fiscal_Value","FTC7.5a42.7k28"
"1848000","1000","1848000","Values","FTC7.5a42.7k28","Total_Population","Poverty",NA,NA,"Households",NA,NA,NA,"Poverty_Population","FTC7.5a42.7k28"
"2691000","15000","2691000","Values","FTC7.5a42.7k28","Total_Population","Poverty",NA,NA,"Families",NA,NA,NA,"Poverty_Population","FTC7.5a42.7k28"
"3906000","7000","3906000","Values","FTC7.5a42.7k28","Total_Population","Poverty",NA,NA,"Adults",NA,NA,NA,"Poverty_Population","FTC7.5a42.7k28"
"1155000","7000","1155000","Values","FTC7.5a42.7k28","Total_Population","Poverty",NA,NA,"Children",NA,NA,NA,"Poverty_Population","FTC7.5a42.7k28"
"243000","14000","243000","Values","FTC7.5a42.7k28","Population_In_Poverty","Poverty",NA,"Fixed_AHC","Households",NA,NA,NA,"Poverty_Population","FTC7.5a42.7k28"
"319000","19000","319000","Values","FTC7.5a42.7k28","Population_In_Poverty","Poverty",NA,"Fixed_AHC","Families",NA,NA,NA,"Poverty_Population","FTC7.5a42.7k28"
"411000","24000","411000","Values","FTC7.5a42.7k28","Population_In_Poverty","Poverty",NA,"Fixed_AHC","Adults",NA,NA,NA,"Poverty_Population","FTC7.5a42.7k28"
"150000","16000","150000","Values","FTC7.5a42.7k28","Population_In_Poverty","Poverty",NA,"Fixed_AHC","Children",NA,NA,NA,"Poverty_Population","FTC7.5a42.7k28"
"128000","9000","128000","Values","FTC7.5a42.7k28","Population_In_Poverty","Poverty",NA,"BHC","Households",NA,NA,NA,"Poverty_Population","FTC7.5a42.7k28"
"179000","14000","179000","Values","FTC7.5a42.7k28","Population_In_Poverty","Poverty",NA,"BHC","Families",NA,NA,NA,"Poverty_Population","FTC7.5a42.7k28"
"226000","17000","226000","Values","FTC7.5a42.7k28","Population_In_Poverty","Poverty",NA,"BHC","Adults",NA,NA,NA,"Poverty_Population","FTC7.5a42.7k28"
"84000","13000","84000","Values","FTC7.5a42.7k28","Population_In_Poverty","Poverty",NA,"BHC","Children",NA,NA,NA,"Poverty_Population","FTC7.5a42.7k28"
"10.5","0.6","411000","Values","FTC7.5a42.7k28","Percentage_In_Poverty","Poverty",NA,"Fixed_AHC","Adults",NA,NA,NA,"Poverty_Percentage","FTC7.5a42.7k28"
"13","1.4","150000","Values","FTC7.5a42.7k28","Percentage_In_Poverty","Poverty",NA,"Fixed_AHC","Children",NA,NA,NA,"Poverty_Percentage","FTC7.5a42.7k28"
"11.9","0.7","319000","Values","FTC7.5a42.7k28","Percentage_In_Poverty","Poverty",NA,"Fixed_AHC","Families",NA,NA,NA,"Poverty_Percentage","FTC7.5a42.7k28"
"13.1","0.8","243000","Values","FTC7.5a42.7k28","Percentage_In_Poverty","Poverty",NA,"Fixed_AHC","Households",NA,NA,NA,"Poverty_Percentage","FTC7.5a42.7k28"
"5.8","0.5","226000","Values","FTC7.5a42.7k28","Percentage_In_Poverty","Poverty",NA,"BHC","Adults",NA,NA,NA,"Poverty_Percentage","FTC7.5a42.7k28"
"7.3","1.1000000000000001","84000","Values","FTC7.5a42.7k28","Percentage_In_Poverty","Poverty",NA,"BHC","Children",NA,NA,NA,"Poverty_Percentage","FTC7.5a42.7k28"
"6.6","0.6","179000","Values","FTC7.5a42.7k28","Percentage_In_Poverty","Poverty",NA,"BHC","Families",NA,NA,NA,"Poverty_Percentage","FTC7.5a42.7k28"
"6.9","0.5","128000","Values","FTC7.5a42.7k28","Percentage_In_Poverty","Poverty",NA,"BHC","Households",NA,NA,NA,"Poverty_Percentage","FTC7.5a42.7k28"
"2627835000","192402000","243000","Values","FTC7.5a42.7k28","Total_Depth_Of_Poverty","Poverty",NA,"Fixed_AHC","Household",NA,NA,NA,"Poverty_Total_Depth","FTC7.5a42.7k28"
"1366030000","132442000","128000","Values","FTC7.5a42.7k28","Total_Depth_Of_Poverty","Poverty",NA,"BHC","Household",NA,NA,NA,"Poverty_Total_Depth","FTC7.5a42.7k28"
"10800","600","243000","Values","FTC7.5a42.7k28","Average_Depth_Of_Poverty","Poverty",NA,"Fixed_AHC","Household",NA,NA,NA,"Poverty_Average_Depth","FTC7.5a42.7k28"
"10700","800","128000","Values","FTC7.5a42.7k28","Average_Depth_Of_Poverty","Poverty",NA,"BHC","Household",NA,NA,NA,"Poverty_Average_Depth","FTC7.5a42.7k28"
"0","200","131000","Values","FTC7.5a42.7k28","Change_In_Average_Depth_Of_Poverty","Poverty",NA,"BHC","Household",NA,NA,NA,"Poverty_Average_Depth","FTC7.5a42.7k28"
"0","100","246000","Values","FTC7.5a42.7k28","Change_In_Average_Depth_Of_Poverty","Poverty",NA,"Fixed_AHC","Household",NA,NA,NA,"Poverty_Average_Depth","FTC7.5a42.7k28"
"-0.2","0.2","232000","Values","FTC7.5a42.7k28","Change_In_Percentage_In_Poverty","Poverty",NA,"BHC","Adults",NA,NA,NA,"Poverty_Percentage","FTC7.5a42.7k28"
"-0.6","0.4","92000","Values","FTC7.5a42.7k28","Change_In_Percentage_In_Poverty","Poverty",NA,"BHC","Children",NA,NA,NA,"Poverty_Percentage","FTC7.5a42.7k28"
"-0.2","0.1","183000","Values","FTC7.5a42.7k28","Change_In_Percentage_In_Poverty","Poverty",NA,"BHC","Families",NA,NA,NA,"Poverty_Percentage","FTC7.5a42.7k28"
"-0.2","0.1","131000","Values","FTC7.5a42.7k28","Change_In_Percentage_In_Poverty","Poverty",NA,"BHC","Households",NA,NA,NA,"Poverty_Percentage","FTC7.5a42.7k28"
"-0.1","0.1","415000","Values","FTC7.5a42.7k28","Change_In_Percentage_In_Poverty","Poverty",NA,"Fixed_AHC","Adults",NA,NA,NA,"Poverty_Percentage","FTC7.5a42.7k28"
"-0.9","0.5","160000","Values","FTC7.5a42.7k28","Change_In_Percentage_In_Poverty","Poverty",NA,"Fixed_AHC","Children",NA,NA,NA,"Poverty_Percentage","FTC7.5a42.7k28"
"-0.1","0.2","323000","Values","FTC7.5a42.7k28","Change_In_Percentage_In_Poverty","Poverty",NA,"Fixed_AHC","Families",NA,NA,NA,"Poverty_Percentage","FTC7.5a42.7k28"
"-0.2","0.2","246000","Values","FTC7.5a42.7k28","Change_In_Percentage_In_Poverty","Poverty",NA,"Fixed_AHC","Households",NA,NA,NA,"Poverty_Percentage","FTC7.5a42.7k28"
"-6000","5000","232000","Values","FTC7.5a42.7k28","Change_In_Population_In_Poverty","Poverty",NA,"BHC","Adults",NA,NA,NA,"Poverty_Population","FTC7.5a42.7k28"
"-7000","5000","92000","Values","FTC7.5a42.7k28","Change_In_Population_In_Poverty","Poverty",NA,"BHC","Children",NA,NA,NA,"Poverty_Population","FTC7.5a42.7k28"
"-4000","3000","183000","Values","FTC7.5a42.7k28","Change_In_Population_In_Poverty","Poverty",NA,"BHC","Families",NA,NA,NA,"Poverty_Population","FTC7.5a42.7k28"
"-3000","2000","131000","Values","FTC7.5a42.7k28","Change_In_Population_In_Poverty","Poverty",NA,"BHC","Households",NA,NA,NA,"Poverty_Population","FTC7.5a42.7k28"
"-4000","4000","415000","Values","FTC7.5a42.7k28","Change_In_Population_In_Poverty","Poverty",NA,"Fixed_AHC","Adults",NA,NA,NA,"Poverty_Population","FTC7.5a42.7k28"
"-10000","6000","160000","Values","FTC7.5a42.7k28","Change_In_Population_In_Poverty","Poverty",NA,"Fixed_AHC","Children",NA,NA,NA,"Poverty_Population","FTC7.5a42.7k28"
"-4000","3000","323000","Values","FTC7.5a42.7k28","Change_In_Population_In_Poverty","Poverty",NA,"Fixed_AHC","Families",NA,NA,NA,"Poverty_Population","FTC7.5a42.7k28"
"-4000","3000","246000","Values","FTC7.5a42.7k28","Change_In_Population_In_Poverty","Poverty",NA,"Fixed_AHC","Households",NA,NA,NA,"Poverty_Population","FTC7.5a42.7k28"
"-30757000","7624000","131000","Values","FTC7.5a42.7k28","Change_In_Total_Depth_Of_Poverty","Poverty",NA,"BHC","Household",NA,NA,NA,"Poverty_Total_Depth","FTC7.5a42.7k28"
"-39879000","4925000","246000","Values","FTC7.5a42.7k28","Change_In_Total_Depth_Of_Poverty","Poverty",NA,"Fixed_AHC","Household",NA,NA,NA,"Poverty_Total_Depth","FTC7.5a42.7k28"
"1848000","1000","1848000","Values","FTC7.5a42.7k28","Population_In_Category","WnL",NA,NA,NA,"All","All","All Households","WnL_Population","FTC7.5a42.7k28"
"102888000","9613000","1848000","Values","FTC7.5a42.7k28","Total_Change","WnL",NA,NA,NA,"All","All","All Households","WnL_Value","FTC7.5a42.7k28"
"60","10","1848000","Values","FTC7.5a42.7k28","Mean_Annual_Change","WnL",NA,NA,NA,"All","All","All Households","WnL_Annual_Average","FTC7.5a42.7k28"
"1","1","1848000","Values","FTC7.5a42.7k28","Mean_Weekly_Change","WnL",NA,NA,NA,"All","All","All Households","WnL_Weekly_Average","FTC7.5a42.7k28"
"223000","10000","223000","Values","FTC7.5a42.7k28","Population_In_Category","WnL",NA,NA,NA,"Winners","All","All Households","WnL_Population","FTC7.5a42.7k28"
"142097000","7607000","223000","Values","FTC7.5a42.7k28","Total_Change","WnL",NA,NA,NA,"Winners","All","All Households","WnL_Value","FTC7.5a42.7k28"
"640","30","223000","Values","FTC7.5a42.7k28","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","All","All Households","WnL_Annual_Average","FTC7.5a42.7k28"
"12","1","223000","Values","FTC7.5a42.7k28","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","All","All Households","WnL_Weekly_Average","FTC7.5a42.7k28"
"89000","8000","89000","Values","FTC7.5a42.7k28","Population_In_Category","WnL",NA,NA,NA,"Losers","All","All Households","WnL_Population","FTC7.5a42.7k28"
"-39211000","3767000","89000","Values","FTC7.5a42.7k28","Total_Change","WnL",NA,NA,NA,"Losers","All","All Households","WnL_Value","FTC7.5a42.7k28"
"-440","30","89000","Values","FTC7.5a42.7k28","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","All","All Households","WnL_Annual_Average","FTC7.5a42.7k28"
"-8","1","89000","Values","FTC7.5a42.7k28","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","All","All Households","WnL_Weekly_Average","FTC7.5a42.7k28"
"185000","1000","185000","Values","FTC7.5a42.7k28","Population_In_Category","WnL",NA,NA,NA,"All","1","All Households","WnL_Population","FTC7.5a42.7k28"
"185000","1000","185000","Values","FTC7.5a42.7k28","Population_In_Category","WnL",NA,NA,NA,"All","2","All Households","WnL_Population","FTC7.5a42.7k28"
"185000","1000","185000","Values","FTC7.5a42.7k28","Population_In_Category","WnL",NA,NA,NA,"All","3","All Households","WnL_Population","FTC7.5a42.7k28"
"185000","1000","185000","Values","FTC7.5a42.7k28","Population_In_Category","WnL",NA,NA,NA,"All","4","All Households","WnL_Population","FTC7.5a42.7k28"
"185000","1000","185000","Values","FTC7.5a42.7k28","Population_In_Category","WnL",NA,NA,NA,"All","5","All Households","WnL_Population","FTC7.5a42.7k28"
"185000","1000","185000","Values","FTC7.5a42.7k28","Population_In_Category","WnL",NA,NA,NA,"All","6","All Households","WnL_Population","FTC7.5a42.7k28"
"185000","1000","185000","Values","FTC7.5a42.7k28","Population_In_Category","WnL",NA,NA,NA,"All","7","All Households","WnL_Population","FTC7.5a42.7k28"
"185000","1000","185000","Values","FTC7.5a42.7k28","Population_In_Category","WnL",NA,NA,NA,"All","8","All Households","WnL_Population","FTC7.5a42.7k28"
"185000","1000","185000","Values","FTC7.5a42.7k28","Population_In_Category","WnL",NA,NA,NA,"All","9","All Households","WnL_Population","FTC7.5a42.7k28"
"185000","1000","185000","Values","FTC7.5a42.7k28","Population_In_Category","WnL",NA,NA,NA,"All","10","All Households","WnL_Population","FTC7.5a42.7k28"
"41315000","4935000","185000","Values","FTC7.5a42.7k28","Total_Change","WnL",NA,NA,NA,"All","1","All Households","WnL_Value","FTC7.5a42.7k28"
"21844000","3854000","185000","Values","FTC7.5a42.7k28","Total_Change","WnL",NA,NA,NA,"All","2","All Households","WnL_Value","FTC7.5a42.7k28"
"33248000","5701000","185000","Values","FTC7.5a42.7k28","Total_Change","WnL",NA,NA,NA,"All","3","All Households","WnL_Value","FTC7.5a42.7k28"
"799000","4987000","185000","Values","FTC7.5a42.7k28","Total_Change","WnL",NA,NA,NA,"All","4","All Households","WnL_Value","FTC7.5a42.7k28"
"2604000","2351000","185000","Values","FTC7.5a42.7k28","Total_Change","WnL",NA,NA,NA,"All","5","All Households","WnL_Value","FTC7.5a42.7k28"
"929000","1635000","185000","Values","FTC7.5a42.7k28","Total_Change","WnL",NA,NA,NA,"All","6","All Households","WnL_Value","FTC7.5a42.7k28"
"1384000","1284000","185000","Values","FTC7.5a42.7k28","Total_Change","WnL",NA,NA,NA,"All","7","All Households","WnL_Value","FTC7.5a42.7k28"
"423000","1028000","185000","Values","FTC7.5a42.7k28","Total_Change","WnL",NA,NA,NA,"All","8","All Households","WnL_Value","FTC7.5a42.7k28"
"495000","727000","185000","Values","FTC7.5a42.7k28","Total_Change","WnL",NA,NA,NA,"All","9","All Households","WnL_Value","FTC7.5a42.7k28"
"-151000","346000","185000","Values","FTC7.5a42.7k28","Total_Change","WnL",NA,NA,NA,"All","10","All Households","WnL_Value","FTC7.5a42.7k28"
"220","30","185000","Values","FTC7.5a42.7k28","Mean_Annual_Change","WnL",NA,NA,NA,"All","1","All Households","WnL_Annual_Average","FTC7.5a42.7k28"
"120","30","185000","Values","FTC7.5a42.7k28","Mean_Annual_Change","WnL",NA,NA,NA,"All","2","All Households","WnL_Annual_Average","FTC7.5a42.7k28"
"180","40","185000","Values","FTC7.5a42.7k28","Mean_Annual_Change","WnL",NA,NA,NA,"All","3","All Households","WnL_Annual_Average","FTC7.5a42.7k28"
"0","30","185000","Values","FTC7.5a42.7k28","Mean_Annual_Change","WnL",NA,NA,NA,"All","4","All Households","WnL_Annual_Average","FTC7.5a42.7k28"
"10","20","185000","Values","FTC7.5a42.7k28","Mean_Annual_Change","WnL",NA,NA,NA,"All","5","All Households","WnL_Annual_Average","FTC7.5a42.7k28"
"10","10","185000","Values","FTC7.5a42.7k28","Mean_Annual_Change","WnL",NA,NA,NA,"All","6","All Households","WnL_Annual_Average","FTC7.5a42.7k28"
"10","10","185000","Values","FTC7.5a42.7k28","Mean_Annual_Change","WnL",NA,NA,NA,"All","7","All Households","WnL_Annual_Average","FTC7.5a42.7k28"
"0","10","185000","Values","FTC7.5a42.7k28","Mean_Annual_Change","WnL",NA,NA,NA,"All","8","All Households","WnL_Annual_Average","FTC7.5a42.7k28"
